IDText,Text,predicted_label
TXT0598,media ekonomi bisnis berbasis di amerika serikat as bloomberg menggelar survei terhadap para ekonom dan analis senior di indonesia terkait kandidat yang mereka unggulkan di pilpres 2024 hasilnya anies baswedan paling unggul ãâÿââšãââãââãâÿââãâÿââ anies   coblosno1 re aniesmania,Politik
TXT0599,cara anies entaskan miskin ekstrem penyumbang terbesar kemiskinan adalah masyarakat yang berada di desa desa pesisir bagaimana cara anies baswedan entaskan kemiskinan ekstrem berdasarkan pengalaman gubernur dki jakarta aniesbaswedan penulis rusdianto samawa fourbes indonesia ____ calon presiden anies baswedan yang diusung oleh koalisi perubahan membawa visi misi indonesia 2045 yang mengandung unsur unsur penting yang penting agar menjadi catatan rakyat indonesia visi misi tersebut komitmen entaskan seluruh masalah yang dianggap emergency atas kegagalan rezim saat ini visi misi indonesia 2045 pasangan amin mulai dari kinerja pertumbuhan ekonomi atau produk domestik bruto pdb per kapita pengangguran hingga penuntasan kemiskinan ekstrem visi misi tersebut lebih ditekankan kepada kemakmuran yang dirasakan seluruh penduduk tanah air oleh karena itu ketimpangan harus menjadi fokus yang selama ini rezim gagal total tuntaskan ketimpangan sangat nyata yang kita hadapi dan menjadi pr sesungguhnya pasangan amin anies baswedan muhaimin iskandar juga menilai pertumbuhan ekonomi indonesia belum berhasil menyelesaikan masalah pengangguran seperti diketahui ekonomi indonesia tumbuh di kisaran 5 selama 7 kuartal beruntun namun jumlah pengangguran masih cukup tinggi adapun bps mencatat jumlah pengangguran di indonesia mencapai 799 juta orang pada februari 2023 berkurang sekitar 410 ribu orang dibanding februari 2022 ditengah merosotnya kepercayaan rakyat terhadap pemerintah dan negara polemik pengangguran dan kemiskinan ekstrem belum juga usai dibahas hal ini sangat bahayakan kedaulatan negara pemerintah berbohong kepada rakyat yang munculkan indeks kemiskinan ekstrem yang diklaim tinggal 2 atau sekitar 16 juta penduduk jumlah tersebut mayoritas masyarakat pesisir upaya pengentasan kemiskinan di pesisir itu langkah mendasar untuk menetapkan indonesia masuk kategori midle income trap pemerintah umumkan  dari 2020 ãââ 2023 menurunkan kemiskinan ekstrem padahal kebohongan besar diketahui angka kemiskinan saat ini sebesar 936 cara anies entaskan miskin ekstrem calon presiden koalisi perubahan anies baswedan menjanjikan kemiskinan di indonesia bisa turun ke 45 pada 2029 mendatang diketahui angka kemiskinan saat ini sebesar 936 harapannya kemiskinan ekstremnya bisa 0 kata anies dalam acara sarasehan 100 ekonom indonesia di menara bank mega jakarta rabu 8112023 sala satu paling rumit dipahami yakni kebijakan pemerintah tidak berperan lakukan intervensi income dalam mendorong distribusi hasil pertanian peternakan dan kelautan ãââ perikanan faktor kegagalan kebijakan rezim saat ini sangat nyata pengalaman anies baswedan saat gubernur dki jakarta bahwa september 2017 persentase penduduk miskin di jakarta mencapai 378 persen saat ini tingkat kemiskinan turun hingga 342 persen angka itu terkecil di indonesia sementara jawa tengah paling tinggi angka kemiskinan dibanding daerah lain di indonesia tentu cara anies menurunkan angka kemiskinan itu melalui kebijakan transparansi harga dipasar lokal sehingga ada mekanisme kompetisi yang berjalan dan bisa untungkan konsumen harga diklaim bisa turun tanpa harus ada intervensi dari pemerintah salah satu hal konkret yang akan dilakukan anies adalah dengan memastikan biaya hidup terjangkau salah satunya melalui komponen harga pangan kepastian suplai pangan dengan harga yang murah menargetkan pertumbuhan ekonomi ratarata mencapai 7 melalui strategi untuk keluar dari middle income trap secara inklusif dengan meningkatkan peran koperasi dan umkm dukungan usaha baru di seluruh wilayah indonesia pemanfaatan infrastruktur ekonomi digital pengelolaan ekonomi hijaubiru serta pertumbuhan industri manufaktur di 758 sumber cara anies entaskan miskin ekstrem,Ekonomi
TXT0600,mawakresna faktanya bahkan pemerintah pusat sendiri melalui kementrian agama mengakui dki menjadi provinsi terbaik dlm menjaga kerukunan beragama hanya asumsi narasi imajinasi orang2 yg tanpa dasar sama sekali menggiring opini bahwa anies adalah org intoleran,Sosial Budaya
TXT0601,ãâÿâœâ ganjar pranowo gubernur yang tidak hanya mendengar tapi juga meresapi kebutuhan rakyat ganjar mahfud hebat coblos3 3gm nazarpemilu ,Politik
TXT0602,imanlagi logika berfikir dan rasa kekuatan rakyat sudah diperkosa hingga lemas oleh pemerintahan yg sekrng sehingga ada narasi pak anies yg ngmong gua yg takut teruslah takut pada penguasa yg sekarang dan jika terpilih nanti siap di perkosa kembali,Ideologi
TXT0603,itu namanya pak prabowo punya etika punya adab mas brooomasa beliau harus ngatain anis goblok di acara debat ga etis lah ãâÿââãâÿââ,Sosial Budaya
TXT0604,efeknya luar biasa ketika video roasting anis ke prabowo dlm debat pilpres diunggah oleh seorang menteri per jam ini ditonton oleh 239jt viewer dan entah sudah berapa yg ngeblok anis dan pindah dukungan ke 02 menjahati orang baik bagai menggali lubang kuburnya sendiri re mas_veel,Politik
TXT0605,bersama ganjarmahfud kita bisa berharap melihat peningkatan signifikan dalam anggaran riset dan inovasi demi masa depan yang lebih cemerlang sshofiaaaaa happy new year   l3bihbaik,Politik
TXT0606,gw setuju dgn pak ndul jgnkan survei pak ganjarpranowo 15 bahkan survei pak ganjar 0 sekalipun gw akan tetap dukung ganjar ini adlh upaya gw agar si pelanggar ham amp pelanggar konstitusi gak memimpin bangsa ini  sahabatganjar ganjarpresiden re ,Politik
TXT0607,saya minta bantuan temanteman komisi i tpn dan sudah komunikasi dengan ksad panglima tni saya tadi juga kontak dengan pangdam kata ganjar dan sekian belas dari oknum itu hari ini mendapatkan hukuman ini jadi pelajaran serius buat kami agar jangan semenamena re devy_casanofa,Pertahanan dan Keamanan
TXT0608,prabowo ingin naikkan upah pejabat demi cegah korupsi icw koruptor bukan orang miskin temponasional re tempodotco,Politik
TXT0609,ganjarpranowo semua program bantuan sosial yg ada pada pemerintahan jokowi semua akan di rangkum dlm satu wadah yaitu ktp sakti ganjar mahfud,Politik
TXT0610,program susu gratis tuai kecaman prabowo beberkan bakal impor 15 juta sapi dari india re tvonenews,Ekonomi
TXT0611,forum debat nasional menuding orang lain keliru lalu minta forum tertutup prabowo ini tidak siap dan tidak mampu berdemokrasi purba saatnya dimuseumkan biar main kuda kudaan aja re _haye_,Politik
TXT0612,capres no urut 3 capres ganjar pranowo bikin heboh bukan sekadar melanjutkan tapi juga menambah dan menyempurnakan program program pemerintah era sebelumnya  jnk   re olivia_alda,Politik
TXT0613,tentramhening edwardsuhadi laporan keuangan era anies aja dapat wtp dari bpk 5kali berturutturut sementara era ahok amp gubernur sebelumnya kga prnh diraih era ahok aja smpai dapat raport merah dari bpk masih aja situ bilang amburadul,Politik
TXT0614,adearmando61 pelajaran berharga itu jangan ngikutin orang yg plin plan dulu hina2 pak prabowo sekarang jilat2 pak prabowo,Politik
TXT0615,kita yakin ganjarmahfud akan membawa perubahan positif melalui investasi yang lebih besar dalam penelitian tangeri_aith happy new year   l3bihbaik,Politik
TXT0616,yg mengatakan pak anies  bro ini yg bicara para pendeta pak anies bapak pemersatu umat beragama pak anies terbukti mendamaikan amp hadirkan kesetaraan umat beragama hanya pak anies lah yg bisa merawat persatuan amp kesatuan menjadi lebih baik amp berkualitasãâÿââãâÿââ re azri_ardhani,Sosial Budaya
TXT0617, bowo ny gak peka pdhl lawan pny mantan menhan yg bisa di jadikan bahan counter tinggal ambil data saat pak mahfud jd menhan udh ckup utk menjawab pertanyaan pak ganjar skrg bgni di nilai 5 trs yg kyk dlu di nilai brp pak ganjar dlu smua prajurit sdh pny rmh blm pak anies,Politik
TXT0618,dari ketiga capres pa prabowo paling unggul soal diplomasi pertahanan ãâœâœ yg lain omon omon aje  re xquitavee,Pertahanan dan Keamanan
TXT0619,viral ganjar live tiktok bertanya soal kesehatan mental ke anak muda re oposisicerdas,Sosial Budaya
TXT0620,debat paslon 1 anies vs capres prabowo menhan masalah standar etika lagilagi prabowo emosi berat karena terdesak tidak bisa menjawab prabowoemosi  debatcapres re cakkhum,Politik
TXT0621,nonyahasyimãâ harjin01ãâ gara_namãâ ãâ aja singgung2 dana 80 t pas jdi gubernur ganjar mahfud hebat l3bihbaik   guru ngaji satu juta,Politik
TXT0622,kontrak terbuka capres no urut 03 ganjar pranowo adalah cermin dari kepedulian untuk kita semua yuk bersama jaga kedaulatan panganjnk  ,Politik
TXT0623,mana nih yg nyerang gibran_tweet kemarin soal perluasan pajak kok ga nyerang anies skrg soal ini jg sangat tidak objektif wkwk debatcapres,Politik
TXT0624,tak menduga bakal ãââdiserangãââ anies prabowo dinilai jadi ekor komunikasi saat debat capres re oposisicerdas,Politik
TXT0625,menurut yenny wahid ganjarmahfud md berasal dari kalangan pesatren ganjar mahfud hebat coblos3 3gm  ,Politik
TXT0626,prabowo food estate tanam singkong panen jagung hutan gundul kepalan tanggung lewat mk moral dan etika menjadi canggung atur saja kan and penguasa,Politik
TXT0627,pdip tanggapi jokowiprabowo makan malam berdua detikbali   02melanjutkan re chairudinn6548,Politik
TXT0628,lagi cari sensasi ya abud sampai fitnah anggaran alutsista prabowo segala ayaszhh dukungantulus untuk02 penasaran kebebasan ptn top 10 menhan nyebokin nangisin goblok pt tmi,Politik
TXT0629,caknur1414 gibran_tweet prabowo projo_pusat rcyberproj0 handoko2411 budimuni98 asal bukan prabowo yg tetap memaksakan cacat etika atas pilihan cawapresnya asal bukan prabowo yg haus kekuasaan demi proyek usahanya asal bukan prabowo yang berdiri diatas ketanduaan tanah hasil bancakan food estatenya,Politik
TXT0630,capres nomor urut 1 aniesbaswedan memaparkan visimisinya di bidang  dalam debat ketiga pilpres 2024 di istora senayan jakarta minggu 71 dalam paparannya terkait  siber anies sempat menyinggung soal situs kemenhan yang dibobol hacker pada 2023 lalu anies pun sempat menyebut salah satu menteri presiden jokowi yang memiliki aset tanah ratusan hektare di tengah masih banyaknya tentara yang tidak punya rumah dinas anggaran pun justru dipakai buat beli alutsista bekas pemilupedia focus debatketiga news svt pilpres2024 debatcapres beranibersuara pemilu2024 aniesbaswedan prabowo ganjarpranowo kumparan re kumparan,Pertahanan dan Keamanan
TXT0631,gerindra paslon 01 dan 03 jelas menganggap prabowo lawan berat mereka yg tak terkalahkan makanya pada menyerang anggaran pertahanan itu sudah disetujui dpr dan partai pendukung 01 dan 03 boy semua nafsu ingin jd presiden makanya menyerang dgn keras tp 02 akan menang dan akan amanah re ki_cebong99,Pertahanan dan Keamanan
TXT0632,peran perempuan dalam pertahanan kita tak boleh diabaikan mereka juga berkontribusi besar garagara prabowo   02melanjutkan,Pertahanan dan Keamanan
TXT0633,pilihlah yang jauh dari radikalisme dan dekat dengan solusi pilih ganjar pranowo jnk   jnkganjar2024,Politik
TXT0634,penyampaian gagasan antikorupsi pasangan amin di kpk komitmen pak anies baswedan amp cak imin dalam memberantas korupsi harus dimulai dari puncak ãâÿââ re mdy_asmara1701,Politik
TXT0635,anies amp ganjar gabung jika pilpres 2 putaran ini analisisnya re oposisicerdas,Politik
TXT0636,meningkatkan kuota subsidi pupuk bukan sekadar janji tapi komitmen nyata dari ganjar pranowo sahabatganjar ganjarpranowo ganjar  ganjarpresiden   satset pastilebihbaik ,Politik
TXT0637,video gus miftah bagibagi duit di pamekasan viral ganjar tunggu tindakan nyata bawaslu re oposisicerdas,Politik
TXT0638,hasyimmah jangan lupa ganjar bisa naik karena megawati ketika pilgub jateng banyak kader lokal memilih rustriningsih akhirnya beliau dikalahkan oleh rekomendasi dari emak kadang berpikir yang terjadi sekarang apa karena karma ke rustriningsih,Politik
TXT0639,geloraco dipakai juga karena prabowonya yg ngebet nyalonin anies jd gubernur,Politik
TXT0640,ãâÿââ ganjar mahfud hebat 3gm coblos3   mari kita dukung ganjar mahfud untuk berantas korupsi di negeri kita tercinta ini sehingga indonesia lebh baik lagiãââãââ ganjar mahfud hebat 3gm coblos3,Politik
TXT0641,aura presiden ya ganjar pranowo oleh angwar sanusi di banyuwangi nonton debat ketiga ini saya langsung punya bayangan bahwa presiden saya selanjutnya adalah ganjar pranowo ini bukan soal siapa yang menang dalam debat tapi ini tentang bagaimana seorang calon menghadapi sekaligus menyelesaikan persoalan negara baik yang berasal dari dalam maupun luar negeri mungkin anda sepakat ketika melihat capres 01 dan 02 berdebat isinya hanya saling serang dan saling mengejek tidak ada hal penting yang disampaikan kecuali untuk menjatuhkan lawan perseteruan dua capres itu bahkan dimulai sejak menit awal debat mungkin keduanya samasama menyimpan dendam yang tak tersampaikan pada debat pertama yang lalu melihat perseteruan keduanya saya sebagai warga negara jadi waswas bagaimana jadinya jika saya dipimpin oleh orang yang selalu menyimpan dendam bagaimana jadinya nasib saya nasib anakanak saya jika punya pemimpin yang sibuk dengan emosi pribadinya saya jadi ngeri janganjangan mereka bakal melancarkan dendam dan ancaman termasuk kepada kita rakyatnya saya harus mengakui saya lebih merasa terlindungi ketika mendengar penjelasan capres nomor 03 ganjar pranowo dia bukan hanya bicara tentang keamanan nasional tapi juga mengungkapkan bagaimana negara harus menjamin keamanan personal termasuk keamanan kita di dunia digital ganjar juga bicara tentang persenjataan bukan cuma bermodal hutang untuk membeli tapi juga mengoptimalkan kemampuan dalam negeri bahkan dia tidak akan membeli persenjataan yang tidak dibutuhkan kelautan jadi matra pertama yang akan dia kuatkan hal itu sangat logis karena sebagian besar negara kita merupakan laut disusul dengan ketahanan udara kemudian darat semuanya disampaikan dengan sederhana sangat bisa diterima dan tidak mengadaada terus yang lain menyampaikan apa yang lain cuma menyampaikan amarah apa jadinya jika kita punya presiden yang penuh amarah kita cuma ingin hidup damai makmur dan bahagia bukan hidup yang penuh rasa khawatir waswas saling menebar ketakutan dan kebencian dan saya harus jujur bilang cuma ganjar yang mencerminkan ketenangan kemampuan serta aura seorang presiden salam sobar harahap  re wantahgdn__,Pertahanan dan Keamanan
TXT0642,neohistoria_id alfeeii nasib di anies jadi gubernur endonesa,Ideologi
TXT0643,penggunaan bonus demografi sebagai strategi pintar ganjarmahfud untuk menggerakkan pertumbuhan ekonomi njaniiii09 happy new year   l3bihbaik,Ekonomi
TXT0644,tetap teguh pada kebenaran pak ganjar pranowo tegaskan bansos takkan hilang ktp sakti terobosan untuk keadilan dan kesejahteraan jnk  ,Politik
TXT0645,prabowo gibran memperjuangkan pemerintahan yang transparan dan akuntabel  02melanjutkan   dalam mendukung transparansi  02melanjutkan ,Politik
TXT0646,anganangan untuk memenangi pemilihan presiden dalam satu putaran sulit terjadi sebulan jelang pencoblosan elektabilitas pasangan prabowo subiantogibran rakabuming raka tak kunjung tembus 50 persen sementara itu presiden jokowi kian kentara mendukung prabowo dan anaknya permintaan jokowi agar kpu mengubah format debat muncul setelah prabowo kalah telak pada debat ketiga pilpres  jokowi harus dihentikan jika tak ingin dikenang sebagai presiden terburuk setelah reformasi apakatatempo podcasttempo majalahtempo re tempodotco,Politik
TXT0647,ganjar mengakui dari hari ke hari semakin banyak dugaan pelanggaran pemilu sedangkan bawaslu dinilai belum bertaji re kompascom,Politik
TXT0648,momen pendukung 02 ngatain anies bangsat saat prabowo lg berbicara tadi ada yg datangi moderator ini lebih parah lagi capresnya tak punya etika dan emosian pendukungnya ternyata lebih parahãâÿââ politik riang gembira   debatcapres re ch_chotimah2,Politik
TXT0649,survei bloomberg unggulkan anies di pilpres 2024 ekonom tolak politik dinasti re oposisicerdas,Politik
